637-59-2,1-Bromo-3-phenylpropane,C1=CC=C(C=C1)CCCBr,3066-71-5,Cyclohexyl acrylate,C=CC(=O)OC1CCCCC1,93-54-9,1-Phenyl-1-propanol,CCC(C1=CC=CC=C1)O,19829-31-3,3'-Bromopropiophenone,CCC(=O)C1=CC(=CC=C1)Br,585-34-2,3-tert-Butylphenol,CC(C)(C)C1=CC(=CC=C1)O??,826-73-3,1-Benzosuberone,C1CCC(=O)C2=CC=CC=C2C1,494-99-5,"3,4-Dimethoxytoluene",CC1=CC(=C(C=C1)OC)OC,94-02-0,Ethyl benzoylacetate,CCOC(=O)CC(=O)C1=CC=CC=C1
515-40-2,Neophyl chloride,CC(C)(CCl)C1=CC=CC=C1,2495-35-4,Benzyl acrylate,C=CC(=O)OCC1=CC=CC=C1,94-30-4,Ethyl 4-methoxybenzoate,CCOC(=O)C1=CC=C(C=C1)OC,13211-01-3,4-Phenylbutyrophenone,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,214360-73-3,4-Aminophenylboronic acid pinacol ester,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N,4180-23-8,trans-Anethole,C/C=C/C1=CC=C(C=C1)OC,873-49-4,CYCLOPROPYLBENZENE,C1CC1C2=CC=CC=C2?,51934-41-9,Ethyl 4-iodobenzoate,CCOC(=O)C1=CC=C(C=C1)I
122-97-4,3-Phenyl-1-propanol,C1=CC=C(C=C1)CCCO,23426-63-3,Methyl 2-bromo-2-methylpropionate,CC(C)(C(=O)OC)Br,4712-55-4,DIPHENYL PHOSPHITE,C1=CC=C(C=C1)O[P+](=O)OC2=CC=CC=C2,3874-54-2,4-Chloro-4'-fluorobutyrophenone,C1=CC(=CC=C1C(=O)CCCCl)F,330793-01-6,4-(N-Boc-amino)phenylboronic acid pinacol ester,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)NC(=O)OC(C)(C)C,100-86-7,2-Methyl-1-phenyl-2-propanol,CC(C)(CC1=CC=CC=C1)O,492-37-5,2-PHENYLPROPIONIC ACID,CC(C1=CC=CC=C1)C(=O)O,105-13-5,4-Methoxybenzyl alcohol,COC1=CC=C(C=C1)CO
99-87-6,P-CYMENE,CC1=CC=C(C=C1)C(C)C,2365-48-2,Methyl thioglycolate,COC(=O)CS,2876-78-0,Methyl naphthalene-1-acetate,COC(=O)CC1=CC=CC2=CC=CC=C21,620-79-1,THYL 2-BENZYLACETOACETATE,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,133745-75-2,N-Fluorobenzenesulfonimide,C1=CC=C(C=C1)S(=O)(=O)N(F)S(=O)(=O)C2=CC=CC=C2??,1009-14-9,Valerophenone,CCCCC(=O)C1=CC=CC=C1,529-19-1,o-Tolunitrile,CC1=CC=CC=C1C#N,577-16-2,2'-Methylacetophenone,CC1=CC=CC=C1C(=O)C
1008-89-5,2-Phenylpyridine,C1=CC=C(C=C1)C2=CC=CC=N2,5891-21-4,5-Chloro-2-pentanone,CC(=O)CCCCl,39149-80-9,2-BROMOPROPIONIC ACID TERT-BUTYL ESTER,CC(C(=O)OC(C)(C)C)Br,21282-97-3,2-(METHACRYLOYLOXY)ETHYL ACETOACETATE,CC(=C)C(=O)OCCOC(=O)CC(=O)C,515-40-2,Neophyl chloride,CC(C)(CCl)C1=CC=CC=C1,104-20-1,4-(4-Methoxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)OC,30379-58-9,BENZYL GLYCOLATE,C1=CC=C(C=C1)COC(=O)CO,515-40-2,Neophyl chloride,CC(C)(CCl)C1=CC=CC=C1
702-23-8,4-Methoxyphenethyl alcohol,COC1=CC=C(C=C1)CCO,870-63-3,1-Bromo-3-methyl-2-butene,CC(=CCBr)C,109179-31-9,2-Bromo-3-methylbenzaldehyde,CC1=C(C(=CC=C1)C=O)Br,103962-05-6,1-Iado-4-(trifluoromethoxy)benzene,C1=CC(=CC=C1OC(F)(F)F)I,120-46-7,Dibenzoylmethane,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2,131-11-3,Dimethyl phthalate,COC(=O)C1=CC=CC=C1C(=O)OC,645-59-0,3-PHENYLPROPIONITRILE,C1=CC=C(C=C1)CCC#N,123-11-5,p-Anisaldehyde,COC1=CC=C(C=C1)C=O
2495-35-4,Benzyl acrylate,C=CC(=O)OCC1=CC=CC=C1,2156-97-0,Dodecyl acrylate,CCCCCCCCCCCCOC(=O)C=C,174265-12-4,2-Bromo-5-chlorobenzaldehyde,C1=CC(=C(C=C1Cl)C=O)Br,615-41-8,1-Chloro-2-iodobenzene,C1=CC=C(C(=C1)Cl)I,103-30-0,TRANS-STILBENE,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,768-56-9,4-Phenyl-1-butene,C=CCCC1=CC=CC=C1,937-41-7,PHENYL ACRYLATE,C=CC(=O)OC1=CC=CC=C1,1745-81-9,2-Allylphenol,C=CCC1=CC=CC=C1O
23426-63-3,Methyl 2-bromo-2-methylpropionate,CC(C)(C(=O)OC)Br,5888-33-5,"(1R,2R,4R)-rel-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl-acrylate",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)C=C,41841-16-1,Methyl 4-bromophenylacetate,COC(=O)CC1=CC=C(C=C1)Br,104-92-7,4-Bromoanisole,COC1=CC=C(C=C1)Br,20698-91-3,(R)-(-)-Methyl mandelate,COC(=O)[C@@H](C1=CC=CC=C1)O,3972-65-4,1-Bromo-4-tert-butylbenzene,CC(C)(C)C1=CC=C(C=C1)Br,104-47-2,4-Methoxybenzyl cyanide,COC1=CC=C(C=C1)CC#N,1746-13-0,Allyl phenyl ether,C=CCOC1=CC=CC=C1
2365-48-2,Methyl thioglycolate,COC(=O)CS,103-11-7,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,104-92-7,4-Bromoanisole,COC1=CC=C(C=C1)Br,108-37-2,3-BROMOCHLOROBENZENE,C1=CC(=CC(=C1)Br)Cl,3162-29-6,"3,4-Methylenedioxyacetophenone",CC(=O)C1=CC2=C(C=C1)OCO2,2113-57-7,3-Bromobiphenyl,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,773-99-9,1-Naphthaleneethanol,C1=CC=C2C(=C1)C=CC=C2CCO,214360-73-3,4-Aminophenylboronic acid pinacol ester,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N
507-40-4,HYPOCHLOROUS ACID TERT-BUTYL ESTER,CC(C)(C)OCl,328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,108-37-2,3-BROMOCHLOROBENZENE,C1=CC(=CC(=C1)Br)Cl,88-69-7,2-Isopropylphenol,CC(C)C1=CC=CC=C1O,573-17-1,9-Bromophenanthrene,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Br,101-55-3,4-Bromophenoxybenzene,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,1247119-83-0,2-(4-ethylphenyl)-2-Methylpropanoic acid,CCC1=CC=C(C=C1)C(C)(C)C(=O)O,494-99-5,"3,4-Dimethoxytoluene",CC1=CC(=C(C=C1)OC)OC
3066-71-5,Cyclohexyl acrylate,C=CC(=O)OC1CCCCC1,84459-33-6,2-Bromo-4-chlorobenzaldehyde,C1=CC(=C(C=C1Cl)Br)C=O,88-69-7,2-Isopropylphenol,CC(C)C1=CC=CC=C1O,529-19-1,o-Tolunitrile,CC1=CC=CC=C1C#N,67713-23-9,"2,6-DIBROMOBENZALDEHYDE",C1=CC(=C(C(=C1)Br)C=O)Br,24544-04-5,"2,6-Diisopropylaniline",CC(C)C1=C(C(=CC=C1)C(C)C)N,108-95-2,Phenol,C1=CC=C(C=C1)O,492-37-5,2-PHENYLPROPIONIC ACID,CC(C1=CC=CC=C1)C(=O)O
5891-21-4,5-Chloro-2-pentanone,CC(=O)CCCCl,55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",C1COC2=C1C=C(C=C2)C=O,529-19-1,o-Tolunitrile,CC1=CC=CC=C1C#N,2052-07-5,2-Bromobiphenyl,C1=CC=C(C=C1)C2=CC=CC=C2Br,3392-97-0,"2,6-Dimethoxybenzaldehyde",COC1=C(C(=CC=C1)OC)C=O,83-13-6,Diethyl phenylmalonate,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,25109-28-8,1-Bromo-4-cyclohexylbenzene,C1CCC(CC1)C2=CC=C(C=C2)Br,104-01-8,4-Methoxyphenylacetic acid,COC1=CC=C(C=C1)CC(=O)O
870-63-3,1-Bromo-3-methyl-2-butene,CC(=CCBr)C,29578-39-0,3-Bromo-5-fluoroanisole,COC1=CC(=CC(=C1)Br)F,2052-07-5,2-bromobiphenyl,C1=CC=C(C=C1)C2=CC=CC=C2Br,2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",C1OC2=C(O1)C=C(C=C2)Br,611-94-9,4-Methoxybenzophenone,COC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,67963-68-2,(4-BROMOPHENOXY)-TERT-BUTYLDIMETHYLSILANE,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,2113-57-7,3-Bromobiphenyl,C1=CC=C(C=C1)C2=CC(=CC=C2)Br,873-49-4,CYCLOPROPYLBENZENE,C1CC1C2=CC=CC=C2
91-22-5,Quinoline,C1=CC=C2C(=C1)C=CC=N2,17610-00-3,"3,5-Bis(tert-butyl)benzaldehyde",CC(C)(C)C1=CC(=CC(=C1)C=O)C(C)(C)C,27060-75-9,2-Bromo-5-methoxytoluene,CC1=C(C=CC(=C1)OC)Br,27060-75-9,2-Bromo-5-methoxytoluene,CC1=C(C=CC(=C1)OC)Br,2571-39-3,"3,4-Dimethylbenzophenone",CC1=C(C=C(C=C1)C(=O)C2=CC=CC=C2)C,29898-25-7,1-Phenylhexan-3-one,CCCC(=O)CCC1=CC=CC=C1,101-55-3,4-Bromophenoxybenzene,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,91-22-5,Quinoline,C1=CC=C2C(=C1)C=CC=N2
586-61-8,1-Bromo-4-isopropylbenzene,CC(C)C1=CC=C(C=C1)Br,20469-65-2,"1-Bromo-3,5-dimethoxybenzene",COC1=CC(=CC(=C1)Br)OC,83-53-4,"1,4-dibromonaphthalene",C1=CC=C2C(=C1)C(=CC=C2Br)Br,148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,28657-75-2,"6-Amino-3,4-methylenedioxyacetophenone",CC(=O)C1=CC2=C(C=C1N)OCO2??,2459-24-7,1-NAPHTHOIC ACID METHYL ESTER,COC(=O)C1=CC=CC2=CC=CC=C21,67963-68-2,(4-BROMOPHENOXY)-TERT-BUTYLDIMETHYLSILANE,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br,99768-12-4,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,B(C1=CC=C(C=C1)C(=O)OC)(O)O
1205-17-0,"2-Methyl-3-(3,4-methylenedioxyphenyl)propanal",CC(CC1=CC2=C(C=C1)OCO2)C=O,1761-61-1,5-Bromosalicylaldehyde,C1=CC(=C(C=C1Br)C=O)O,148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,712-50-5,Benzoylcyclohexane,C1CCC(CC1)C(=O)C2=CC=CC=C2,100-64-1,Cyclohexanone oxime,C1CCC(=NO)CC1??,1589-60-2,1-PHENYLCYCLOHEXANOL,C1CCC(CC1)(C2=CC=CC=C2)O,1671-75-6,HEPTANOPHENONE,CCCCCCC(=O)C1=CC=CC=C1,4619-18-5,4-(4-Chlorophenyl)butanoic acid,C1=CC(=CC=C1CCCC(=O)O)Cl
491-35-0,4-methylquinoline,CC1=CC=NC2=CC=CC=C12,27139-97-5,2-Bromo-4-chlorotoluene,CC1=C(C=C(C=C1)Cl)Br,134-85-0,4-Chlorobenzophenone,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,67713-23-9,"2,6-DIBROMOBENZALDEHYDE",C1=CC(=C(C(=C1)Br)C=O)Br,1443-80-7,4-Acetylbenzonitrile,CC(=O)C1=CC=C(C=C1)C#N,4894-75-1,4-Phenylcyclohexanone,C1CC(=O)CCC1C2=CC=CC=C2,83-13-6,Diethyl phenylmalonate,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,882-06-4,4-Nitrocinnamic acid,C1=CC(=CC=C1/C=C/C(=O)O)[N+](=O)[O-]
2052-07-5,2-bromobiphenyl,C1=CC=C(C=C1)C2=CC=CC=C2Br,2042-37-7,2-Bromobenzonitrile,C1=CC=C(C(=C1)C#N)Br,712-50-5,Benzoylcyclohexane,C1CCC(CC1)C(=O)C2=CC=CC=C2,27139-97-5,2-Bromo-4-chlorotoluene,CC1=C(C=C(C=C1)Cl)Br,673-22-3,2-Hydroxy-4-methoxybenzaldehyde,COC1=CC(=C(C=C1)C=O)O,1020-31-1,"3,5-Di-tert-butylcatechol",CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,94-46-2,Isoamyl benzoate,CC(C)CCOC(=O)C1=CC=CC=C1,100-86-7,2-Methyl-1-phenyl-2-propanol,CC(C)(CC1=CC=CC=C1)O
494-99-5,"3,4-Dimethoxytoluene",CC1=CC(=C(C=C1)OC)OC,15764-16-6,"2,4-Dimethylbenzaldehyde",CC1=CC(=C(C=C1)C=O)C,3392-97-0,"2,6-Dimethoxybenzaldehyde",COC1=C(C(=CC=C1)OC)C=O,23145-07-5,5-Bromo-1-benzofuran,C1=CC2=C(C=CO2)C=C1Br,326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,1126-46-1,METHYL 4-CHLOROBENZOATE,COC(=O)C1=CC=C(C=C1)Cl,486-25-9,9-Fluorenone,C1=CC=C2C(=C1)C3=CC=CC=C3C2=O,611-70-1,Isobutyrophenone,CC(C)C(=O)C1=CC=CC=C1
108-48-5,"2,6-Lutidine",CC1=NC(=CC=C1)C,22502-03-0,2-Methoxyethyl acetoacetate,CC(=O)CC(=O)OCCOC,23145-07-5,5-Bromo-1-benzofuran,C1=CC2=C(C=CO2)C=C1Br,883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,C1=CC(=C(C=C1OC(F)(F)F)Br)I,552-89-6,2-Nitrobenzaldehyde,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],99-76-3,Methylparaben,COC(=O)C1=CC=C(C=C1)O,106-24-1,Geraniol,CC(=CCC/C(=C/CO)/C)C,580-13-2,"	2-Bromonaphthalene",C1=CC=C2C=C(C=CC2=C1)Br
768-56-9,4-Phenyl-1-butene,C=CCCC1=CC=CC=C1,3162-29-6,"3,4-Methylenedioxyacetophenone",CC(=O)C1=CC2=C(C=C1)OCO2,883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,C1=CC(=C(C=C1OC(F)(F)F)Br)I,2042-37-7,2-Bromobenzonitrile,C1=CC=C(C(=C1)C#N)Br,13329-40-3,4'-Iodoacetophenone,CC(=O)C1=CC=C(C=C1)I,7335-27-5,ETHYL 4-CHLOROBENZOATE,CCOC(=O)C1=CC=C(C=C1)Cl,768-56-9,4-Phenyl-1-butene,C=CCCC1=CC=CC=C1,4180-23-8,trans-Anethole,C/C=C/C1=CC=C(C=C1)OC
103-05-9,2-METHYL-4-PHENYL-2-BUTANOL,CC(C)(CCC1=CC=CC=C1)O,1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",CC1=CC(=C(C(=C1)C)C(=O)C)C,611-70-1,Isobutyrophenone,CC(C)C(=O)C1=CC=CC=C1,3392-97-0,"2,6-Dimethoxybenzaldehyde",COC1=C(C(=CC=C1)OC)C=O,2042-37-7,2-Bromobenzonitrile,C1=CC=C(C(=C1)C#N)Br,492-37-5,2-PHENYLPROPIONIC ACID,CC(C1=CC=CC=C1)C(=O)O,66191-86-4,methyl 3-(2-bromophenyl)propanoate,COC(=O)CCC1=CC=CC=C1Br,104-20-1,4-(4-Methoxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)OC
98-85-1,DL-1-Phenethylalcohol,CC(C1=CC=CC=C1)O,89-74-7,"2',4'-Dimethylacetophenone",CC1=CC(=C(C=C1)C(=O)C)C,2142-69-0,2'-Bromoacetophenone,CC(=O)C1=CC=CC=C1Br,15764-16-6,"2,4-Dimethylbenzaldehyde",CC1=CC(=C(C=C1)C=O)C,84459-33-6,2-Bromo-4-chlorobenzaldehyde,C1=CC(=C(C=C1Cl)Br)C=O,622-08-2,2-Benzyloxyethanol,C1=CC=C(C=C1)COCCO,52787-14-1,4-METHOXYCARBONYLMETHYL-BENZOIC ACID METHYL ESTER,COC(=O)CC1=CC=C(C=C1)C(=O)OC,1009-14-9,Valerophenone,CCCCC(=O)C1=CC=CC=C1
622-24-2,(2-Chloroethyl)benzen,C1=CC=C(C=C1)CCCl,781-73-7,2-Acetylfluorene,CC(=O)C1=CC2=C(C=C1)C3=CC=CC=C3C2,437-81-0,"2,6-Difluorobenzaldehyde",C1=CC(=C(C(=C1)F)C=O)F,611-70-1,Isobutyrophenone,CC(C)C(=O)C1=CC=CC=C1,67713-23-9,"2,6-DIBROMOBENZALDEHYDE",C1=CC(=C(C(=C1)Br)C=O)Br,91-22-5,Quinoline,C1=CC=C2C(=C1)C=CC=N2,2550-26-7,Benzylacetone,CC(=O)CCC1=CC=CC=C1,826-73-3,1-Benzosuberone,C1CCC(=O)C2=CC=CC=C2C1
623-12-1,4-Chloroanisole,COC1=CC=C(C=C1)Cl,1607-57-4,Bromotriphenylethylene,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,COC(=O)CC(=O)C1CC1,2142-69-0,2'-Bromoacetophenone,CC(=O)C1=CC=CC=C1Br,3011-34-5,4-Hydroxy-3-nitrobenzaldehyde,C1=CC(=C(C=C1C=O)[N+](=O)[O-])O?,622-24-2,Phenethyl chloride,C1=CC=C(C=C1)CCCl,1896-62-4,trans-4-Phenyl-3-buten-2-one,CC(=O)/C=C/C1=CC=CC=C1,52787-14-1,4-METHOXYCARBONYLMETHYL-BENZOIC ACID METHYL ESTER,COC(=O)CC1=CC=C(C=C1)C(=O)OC
828-27-3,4-(Trifluoromethoxy)phenol,C1=CC(=CC=C1O)OC(F)(F)F,613-91-2,Acetophenone oxime,C/C(=N\O)/C1=CC=CC=C1,529-34-0,1-Tetralone,C1CC2=CC=CC=C2C(=O)C1,437-81-0,"2,6-Difluorobenzaldehyde",C1=CC(=C(C(=C1)F)C=O)F,712-50-5,Benzoylcyclohexane,C1CCC(CC1)C(=O)C2=CC=CC=C2,5433-01-2,3-Bromocumene,CC(C)C1=CC(=CC=C1)Br,108-22-5,Isopropenyl acetate,CC(=C)OC(=O)C,22509-74-6,N-Carbethoxyphthalimide,CCOC(=O)N1C(=O)C2=CC=CC=C2C1=O
100-66-3,Anisole,COC1=CC=CC=C1,134-85-0,4-Chlorobenzophenone,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,3446-89-7,4-(Methylthio)benzaldehyde,CSC1=CC=C(C=C1)C=O,20469-65-2,"1-Bromo-3,5-dimethoxybenzene",COC1=CC(=CC(=C1)Br)OC,636-28-2,"1,2,4,5-TETRABROMOBENZENE",C1=C(C(=CC(=C1Br)Br)Br)Br??,1123-56-4,"2,6-Dimethylbenzaldehyde",CC1=C(C(=CC=C1)C)C=O,142-08-5,2-Hydroxypyridine,C1=CC(=O)NC=C1,2436-29-5,"3-(1,3-DIOXO-1,3-DIHYDRO-ISOINDOL-2-YL)-PROPIONALDEHYDE",C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O
106-43-4,4-Chlorotoluene,CC1=CC=C(C=C1)Cl,2571-39-3,"3,4-Dimethylbenzophenone",CC1=C(C=C(C=C1)C(=O)C2=CC=CC=C2)C,529-20-4,2-Methylbenzaldehyde,CC1=CC=CC=C1C=O,32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,COC(=O)CC(=O)C1CC1,58556-75-5,"2,7-Dibromonaphthalene",C1=CC(=CC2=C1C=CC(=C2)Br)Br??,1721-26-2,Ethyl 2-methylnicotinate,CCOC(=O)C1=C(N=CC=C1)C,3849-21-6,Ethyl cyanoglyoxylate-2-oxime,CCOC(=O)/C(=N/O)/C#N,6331-04-0,"2,5-DIMETHYLPHENYLACETIC ACID",CC1=CC(=C(C=C1)CC(=O)O)C
90-02-8,Salicylaldehyde,C1=CC=C(C(=C1)C=O)O,93-91-4,Benzoylacetone,CC(=O)CC(=O)C1=CC=CC=C1,22532-62-3,4-Bromo-2-hydroxybenzaldehyde,C1=CC(=C(C=C1Br)O)C=O,89-74-7,"2',4'-Dimethylacetophenone",CC1=CC(=C(C=C1)C(=O)C)C,1607-57-4,Bromotriphenylethylene,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Br)C3=CC=CC=C3,146070-34-0,2-Fluoro-4-(trifluoromethyl)benzonitrile,C1=CC(=C(C=C1C(F)(F)F)F)C#N,79-39-0,Methacrylamide,CC(=C)C(=O)N,100-47-0,Benzonitrile,C1=CC=C(C=C1)C#N
394-47-8,2-Fluorobenzonitrile,C1=CC=C(C(=C1)C#N)F,620-79-1,THYL 2-BENZYLACETOACETATE,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,99-90-1,4'-Bromoacetophenone,CC(=O)C1=CC=C(C=C1)Br,585-74-0,3'-Methylacetophenone,CC1=CC(=CC=C1)C(=O)C,63262-06-6,"1,4-DIBROMO-2,5-DIIODOBENZENE",C1=C(C(=CC(=C1I)Br)I)Br??,21087-29-6,Cinnamyl chloride,C1=CC=C(C=C1)/C=C/CCl,42558-54-3,Methyl isobutyrylacetate,CC(C)C(=O)CC(=O)OC,372-29-2,"Ethyl 3-amino-4,4,4-trifluorocrotonate",CCOC(=O)/C=C(/C(F)(F)F)\N
103-50-4,Benzyl ether,C1=CC=C(C=C1)COCC2=CC=CC=C2,614-18-6,Ethyl nicotinate,CCOC(=O)C1=CN=CC=C1,451-40-1,2-Phenylacetophenone,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,579-74-8,2'-Methoxyacetophenone,CC(=O)C1=CC=CC=C1OC,61312-84-3,(4-Nitrophenyl)methyl 3-oxobutanoate,CC(=O)CC(=O)OCC1=CC=C(C=C1)[N+](=O)[O-]??,1655-07-8,Ethyl 2-oxocyclohexanecarboxylate,CCOC(=O)C1CCCCC1=O,70-34-8,"2,4-Dinitrofluorobenzene",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,627-91-8,Monomethyl adipate,COC(=O)CCCCC(=O)O
103-49-1,Dibenzylamine,C1=CC=C(C=C1)CNCC2=CC=CC=C2,25245-34-5,"1-Bromo-2,5-dimethoxybenzene",COC1=CC(=C(C=C1)OC)Br,3218-36-8,4-Biphenylcarboxaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,403-42-9,4-Fluoroacetophenone,CC(=O)C1=CC=C(C=C1)F,1126-46-1,METHYL 4-CHLOROBENZOATE,COC(=O)C1=CC=C(C=C1)Cl,99-88-7,4-Isopropylaniline,CC(C)C1=CC=C(C=C1)N,372-29-2,"Ethyl 3-amino-4,4,4-trifluorocrotonate",CCOC(=O)/C=C(/C(F)(F)F)\N,42558-54-3,Methyl isobutyrylacetate,CC(C)C(=O)CC(=O)OC
5392-40-5,"3,7-Dimethyll-2,6-octadienal",CC(=CCC/C(=C/C=O)/C)C,15852-73-0,3-Bromobenzyl alcohol,C1=CC(=CC(=C1)Br)CO,3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,1667-01-2,"2',4',6'-TRIMETHYLACETOPHENONE",CC1=CC(=C(C(=C1)C)C(=O)C)C,119-67-5,2-Carboxybenzaldehyde,C1=CC=C(C(=C1)C=O)C(=O)O?,1671-75-6,HEPTANOPHENONE,CCCCCCC(=O)C1=CC=CC=C1,,, ,3433-80-5,2-Bromobenzyl bromide,C1=CC=C(C(=C1)CBr)Br
104-53-0,3-Phenylprpanal,C1=CC=C(C=C1)CCC=O,529-34-0,1-Tetralone,C1CC2=CC=CC=C2C(=O)C1,614-47-1,trans-Chalcone,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,55745-70-5,"2,3-Dihydrobenzo[b]furan-5-carbaldehyde",C1COC2=C1C=C(C=C2)C=O,1199-77-5,alpha-Methylcinnamic acid,C/C(=C\C1=CC=CC=C1)/C(=O)O,530-48-3,"1,1-Diphenylethylene",C=C(C1=CC=CC=C1)C2=CC=CC=C2,,, ,106-51-4,"1,4-Benzoquinone",C1=CC(=O)C=CC1=O
5888-33-5,"(1R,2R,4R)-rel-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl-acrylate",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)C=C,3446-89-7,4-(Methylthio)benzaldehyde,CSC1=CC=C(C=C1)C=O,35225-79-7,"trans,trans-Dibenzylideneacetone",C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2,1671-75-6,HEPTANOPHENONE,CCCCCCC(=O)C1=CC=CC=C1,140-10-3,trans-Cinnamic acid,C1=CC=C(C=C1)/C=C/C(=O)O,1714-29-0,1-Bromopyrene,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)Br,,, ,,, 
3121-61-7,2-Methoxyethyl acrylate,COCCOC(=O)C=C,529-20-4,2-Methylbenzaldehyde,CC1=CC=CC=C1C=O,19832-98-5,4-Methyl-1-tetralone,CC1CCC(=O)C2=CC=CC=C12,620-23-5,m-Tolualdehyde,CC1=CC(=CC=C1)C=O,621-82-9,Cinnamic acid,C1=CC=C(C=C1)/C=C/C(=O)O?,24324-17-2,9-Fluorenemethanol,C1=CC=C2C(=C1)C(C3=CC=CC=C32)CO,,, ,,, 
530-48-3,"1,1-Diphenylethylene",C=C(C1=CC=CC=C1)C2=CC=CC=C2,22532-62-3,4-Bromo-2-hydroxybenzaldehyde,C1=CC(=C(C=C1Br)O)C=O,150322-73-9,Cyclopropyl 2-fluorobenzyl ketone,C1CC1C(=O)CC2=CC=CC=C2F,326-06-7,"4,4,4-Trifluoro-1-phenyl-1,3-butanedione",C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,,, ,947-19-3,1-Hydroxycyclohexyl phenyl ketone,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,,, ,,, 
363-72-4,Pentafluorobenzene,C1=C(C(=C(C(=C1F)F)F)F)F,99-90-1,4'-Bromoacetophenone,CC(=O)C1=CC=C(C=C1)Br,19829-31-3,3'-Bromopropiophenone,CCC(=O)C1=CC(=CC=C1)Br,1761-61-1,5-Bromosalicylaldehyde,C1=CC(=C(C=C1Br)C=O)O,,, ,,, ,,, ,,, 
105-36-2,Ethyl bromoacetate,CCOC(=O)CBr,451-40-1,2-Phenylacetophenone,C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2,61718-80-7,5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone,COCCCCC(=O)C1=CC=C(C=C1)C(F)(F)F,552-89-6,2-Nitrobenzaldehyde,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],,, ,,, ,,, ,,, 
