CAS,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
42558-54-3,1.013,100,DCM,400,70/30,10,2024-11-22_18-37-31.xlsx,C18,552,2440,CC(C)C(=O)CC(=O)OC,552,2440
42558-54-3,1.013,100,DCM,400,60/40,10,2024-11-22_18-46-26.xlsx,C18,609,4283,CC(C)C(=O)CC(=O)OC,609,4283
42558-54-3,1.013,100,DCM,400,50/50,10,2024-11-22_18-52-10.xlsx,C18,723,2393,CC(C)C(=O)CC(=O)OC,723,2393
3433-80-5,1.8246,100,DCM,400,90/10,10,2024-11-22_19-45-59.xlsx,C18,439,2020,C1=CC=C(C(=C1)CBr)Br,439,2020
3433-80-5,1.8246,100,DCM,400,80/20,10,2024-11-22_19-51-07.xlsx,C18,603,2007,C1=CC=C(C(=C1)CBr)Br,603,2007
3433-80-5,1.8246,100,DCM,400,70/30,10,2024-11-22_20-03-51.xlsx,C18,970,6557,C1=CC=C(C(=C1)CBr)Br,970,6557
3433-80-5,1.8246,100,DCM,400,60/40,10,2024-11-22_20-10-14.xlsx,C18,-1,-1,C1=CC=C(C(=C1)CBr)Br,-1,-1
3433-80-5,1.8246,100,DCM,400,50/50,10,2024-11-22_20-40-48.xlsx,C18,-1,-1,C1=CC=C(C(=C1)CBr)Br,-1,-1
106-51-4,1.31,100,DCM,400,90/10,10,2024-11-25_17-23-19.xlsx,C18,284,1588,C1=CC(=O)C=CC1=O,284,1588
106-51-4,1.31,100,DCM,400,80/20,10,2024-11-25_17-28-01.xlsx,C18,480,1781,C1=CC(=O)C=CC1=O,480,1781
106-51-4,1.31,100,DCM,400,70/30,10,2024-11-25_17-32-23.xlsx,C18,487,1569,C1=CC(=O)C=CC1=O,487,1569
106-51-4,1.31,100,DCM,400,60/40,10,2024-11-25_17-36-40.xlsx,C18,483,1526,C1=CC(=O)C=CC1=O,483,1526
106-51-4,1.31,100,DCM,400,50/50,10,2024-11-25_17-41-57.xlsx,C18,489,2124,C1=CC(=O)C=CC1=O,489,2124
