CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,20/1,10,2023-09-19_19-11-48.xlsx,Silica-CS 4g,618,1629,C1OC2=C(O1)C=C(C=C2)Br,618,1629
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,50,DCM,300,50/1,10,2023-09-19_19-16-29.xlsx,Silica-CS 4g,769,1768,C1OC2=C(O1)C=C(C=C2)Br,769,1768
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,100,DCM,300,50/1,10,2023-09-19_19-20-50.xlsx,Silica-CS 4g,633,1758,C1OC2=C(O1)C=C(C=C2)Br,633,1758
2635-13-4,"4-Bromo-1,2-(methylenedioxy)benzene",0.97,1.669,150,DCM,300,50/1,10,2023-09-19_19-25-17.xlsx,Silica-CS 4g,626,1810,C1OC2=C(O1)C=C(C=C2)Br,626,1810
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,0/1,10,2023-09-19_19-35-50.xlsx,Silica-CS 4g,461,813,C1=CC=C2C(=C1)C(=CC=C2Br)Br,461,813
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,0/1,10,2023-09-19_19-39-45.xlsx,Silica-CS 4g,508,915,C1=CC=C2C(=C1)C(=CC=C2Br)Br,508,915
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,0/1,10,2023-09-19_19-42-29.xlsx,Silica-CS 4g,453,895,C1=CC=C2C(=C1)C(=CC=C2Br)Br,453,895
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,1/1,10,2023-09-19_19-45-44.xlsx,Silica-CS 4g,472,814,C1=CC=C2C(=C1)C(=CC=C2Br)Br,472,814
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,1/1,10,2023-09-19_19-48-41.xlsx,Silica-CS 4g,519,905,C1=CC=C2C(=C1)C(=CC=C2Br)Br,519,905
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,1/1,10,2023-09-19_19-51-42.xlsx,Silica-CS 4g,516,956,C1=CC=C2C(=C1)C(=CC=C2Br)Br,516,956
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,2/1,10,2023-09-19_19-55-08.xlsx,Silica-CS 4g,673,1041,C1=CC=C2C(=C1)C(=CC=C2Br)Br,673,1041
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,2/1,10,2023-09-19_19-58-09.xlsx,Silica-CS 4g,541,960,C1=CC=C2C(=C1)C(=CC=C2Br)Br,541,960
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,2/1,10,2023-09-19_20-01-15.xlsx,Silica-CS 4g,536,1010,C1=CC=C2C(=C1)C(=CC=C2Br)Br,536,1010
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,5/1,10,2023-09-19_20-04-46.xlsx,Silica-CS 4g,704,1072,C1=CC=C2C(=C1)C(=CC=C2Br)Br,704,1072
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,5/1,10,2023-09-19_20-15-08.xlsx,Silica-CS 4g,493,938,C1=CC=C2C(=C1)C(=CC=C2Br)Br,493,938
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,5/1,10,2023-09-19_20-18-14.xlsx,Silica-CS 4g,549,1019,C1=CC=C2C(=C1)C(=CC=C2Br)Br,549,1019
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,10/1,10,2023-09-19_20-21-50.xlsx,Silica-CS 4g,514,920,C1=CC=C2C(=C1)C(=CC=C2Br)Br,514,920
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,10/1,10,2023-09-19_20-24-56.xlsx,Silica-CS 4g,568,1023,C1=CC=C2C(=C1)C(=CC=C2Br)Br,568,1023
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,10/1,10,2023-09-19_20-28-07.xlsx,Silica-CS 4g,568,1091,C1=CC=C2C(=C1)C(=CC=C2Br)Br,568,1091
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,20/1,10,2023-09-19_20-31-43.xlsx,Silica-CS 4g,712,1147,C1=CC=C2C(=C1)C(=CC=C2Br)Br,712,1147
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,20/1,10,2023-09-19_20-34-50.xlsx,Silica-CS 4g,583,1046,C1=CC=C2C(=C1)C(=CC=C2Br)Br,583,1046
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,20/1,10,2023-09-19_20-38-06.xlsx,Silica-CS 4g,583,1132,C1=CC=C2C(=C1)C(=CC=C2Br)Br,583,1132
83-53-4,"1,4-dibromonaphthalene",0.98,1,50,DCM,500,50/1,10,2023-09-19_20-41-47.xlsx,Silica-CS 4g,723,1192,C1=CC=C2C(=C1)C(=CC=C2Br)Br,723,1192
83-53-4,"1,4-dibromonaphthalene",0.98,1,100,DCM,500,50/1,10,2023-09-19_20-45-03.xlsx,Silica-CS 4g,583,1112,C1=CC=C2C(=C1)C(=CC=C2Br)Br,583,1112
83-53-4,"1,4-dibromonaphthalene",0.98,1,150,DCM,500,50/1,10,2023-09-19_20-48-24.xlsx,Silica-CS 4g,582,1158,C1=CC=C2C(=C1)C(=CC=C2Br)Br,582,1158
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,0/1,10,2023-09-19_21-13-53.xlsx,Silica-CS 4g,470,838,CC1=C(C=CC(=C1)OC)Br,470,838
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,0/1,10,2023-09-19_21-16-49.xlsx,Silica-CS 4g,522,901,CC1=C(C=CC(=C1)OC)Br,522,901
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,0/1,10,2023-09-19_21-19-45.xlsx,Silica-CS 4g,521,937,CC1=C(C=CC(=C1)OC)Br,521,937
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,1/1,10,2023-09-19_21-23-06.xlsx,Silica-CS 4g,681,995,CC1=C(C=CC(=C1)OC)Br,681,995
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,1/1,10,2023-09-19_21-26-02.xlsx,Silica-CS 4g,539,931,CC1=C(C=CC(=C1)OC)Br,539,931
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,1/1,10,2023-09-19_21-29-03.xlsx,Silica-CS 4g,538,966,CC1=C(C=CC(=C1)OC)Br,538,966
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,2/1,10,2023-09-19_21-32-34.xlsx,Silica-CS 4g,692,1071,CC1=C(C=CC(=C1)OC)Br,692,1071
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,2/1,10,2023-09-19_21-35-35.xlsx,Silica-CS 4g,556,988,CC1=C(C=CC(=C1)OC)Br,556,988
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,2/1,10,2023-09-19_21-38-41.xlsx,Silica-CS 4g,560,1037,CC1=C(C=CC(=C1)OC)Br,560,1037
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,5/1,10,2023-09-19_21-42-22.xlsx,Silica-CS 4g,721,1175,CC1=C(C=CC(=C1)OC)Br,721,1175
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,5/1,10,2023-09-19_21-45-33.xlsx,Silica-CS 4g,566,1090,CC1=C(C=CC(=C1)OC)Br,566,1090
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,5/1,10,2023-09-19_21-48-49.xlsx,Silica-CS 4g,564,1139,CC1=C(C=CC(=C1)OC)Br,564,1139
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,10/1,10,2023-09-19_21-52-46.xlsx,Silica-CS 4g,738,1300,CC1=C(C=CC(=C1)OC)Br,738,1300
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,10/1,10,2023-09-19_22-29-28.xlsx,Silica-CS 4g,534,1179,CC1=C(C=CC(=C1)OC)Br,534,1179
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,10/1,10,2023-09-19_22-32-45.xlsx,Silica-CS 4g,596,1287,CC1=C(C=CC(=C1)OC)Br,596,1287
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,20/1,10,2023-09-19_22-36-47.xlsx,Silica-CS 4g,549,1239,CC1=C(C=CC(=C1)OC)Br,549,1239
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,20/1,10,2023-09-19_22-40-28.xlsx,Silica-CS 4g,602,1385,CC1=C(C=CC(=C1)OC)Br,602,1385
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,20/1,10,2023-09-19_22-44-19.xlsx,Silica-CS 4g,601,1454,CC1=C(C=CC(=C1)OC)Br,601,1454
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,50,DCM,300,50/1,10,2023-09-19_22-48-46.xlsx,Silica-CS 4g,740,1648,CC1=C(C=CC(=C1)OC)Br,740,1648
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,100,DCM,300,50/1,10,2023-09-19_22-52-57.xlsx,Silica-CS 4g,611,1687,CC1=C(C=CC(=C1)OC)Br,611,1687
27060-75-9,2-Bromo-5-methoxytoluene,0.97,1.424,150,DCM,300,50/1,10,2023-09-19_22-57-19.xlsx,Silica-CS 4g,601,1769,CC1=C(C=CC(=C1)OC)Br,601,1769
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,0/1,10,2023-09-20_09-52-48.xlsx,Silica-CS 4g,485,848,COC1=CC(=C(C=C1)Br)CBr,485,848
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,0/1,10,2023-09-20_09-55-44.xlsx,Silica-CS 4g,535,936,COC1=CC(=C(C=C1)Br)CBr,535,936
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,0/1,10,2023-09-20_09-58-45.xlsx,Silica-CS 4g,537,963,COC1=CC(=C(C=C1)Br)CBr,537,963
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,1/1,10,2023-09-20_10-02-16.xlsx,Silica-CS 4g,707,1082,COC1=CC(=C(C=C1)Br)CBr,707,1082
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,1/1,10,2023-09-20_10-05-22.xlsx,Silica-CS 4g,561,1013,COC1=CC(=C(C=C1)Br)CBr,561,1013
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,1/1,10,2023-09-20_10-08-28.xlsx,Silica-CS 4g,562,1040,COC1=CC(=C(C=C1)Br)CBr,562,1040
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,2/1,10,2023-09-20_10-12-09.xlsx,Silica-CS 4g,727,1199,COC1=CC(=C(C=C1)Br)CBr,727,1199
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,2/1,10,2023-09-20_10-15-25.xlsx,Silica-CS 4g,569,1115,COC1=CC(=C(C=C1)Br)CBr,569,1115
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,2/1,10,2023-09-20_10-18-41.xlsx,Silica-CS 4g,576,1134,COC1=CC(=C(C=C1)Br)CBr,576,1134
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,5/1,10,2023-09-20_10-22-48.xlsx,Silica-CS 4g,749,1401,COC1=CC(=C(C=C1)Br)CBr,749,1401
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,5/1,10,2023-09-20_10-26-29.xlsx,Silica-CS 4g,597,1360,COC1=CC(=C(C=C1)Br)CBr,597,1360
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,5/1,10,2023-09-20_10-30-10.xlsx,Silica-CS 4g,593,1356,COC1=CC(=C(C=C1)Br)CBr,593,1356
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,10/1,10,2023-09-20_10-34-41.xlsx,Silica-CS 4g,747,1672,COC1=CC(=C(C=C1)Br)CBr,747,1672
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,10/1,10,2023-09-20_10-38-43.xlsx,Silica-CS 4g,599,1586,COC1=CC(=C(C=C1)Br)CBr,599,1586
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,10/1,10,2023-09-20_10-42-49.xlsx,Silica-CS 4g,599,1633,COC1=CC(=C(C=C1)Br)CBr,599,1633
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,20/1,10,2023-09-20_10-47-56.xlsx,Silica-CS 4g,758,2003,COC1=CC(=C(C=C1)Br)CBr,758,2003
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,20/1,10,2023-09-20_10-52-32.xlsx,Silica-CS 4g,623,1946,COC1=CC(=C(C=C1)Br)CBr,623,1946
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,20/1,10,2023-09-20_10-57-14.xlsx,Silica-CS 4g,610,1969,COC1=CC(=C(C=C1)Br)CBr,610,1969
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,30,DCM,600,50/1,10,2023-09-20_11-03-06.xlsx,Silica-CS 4g,754,2474,COC1=CC(=C(C=C1)Br)CBr,754,2474
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,100,DCM,600,50/1,10,2023-09-20_11-23-59.xlsx,Silica-CS 4g,1371,2339,COC1=CC(=C(C=C1)Br)CBr,1371,2339
19614-12-1,2-BROMO-5-METHOXYBENZYL BROMIDE,0.95,1,120,DCM,600,50/1,10,2023-09-20_11-16-55.xlsx,Silica-CS 4g,607,2473,COC1=CC(=C(C=C1)Br)CBr,607,2473
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,0/1,10,2023-09-20_11-35-55.xlsx,Silica-CS 4g,447,1977,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,447,1977
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,0/1,10,2023-09-20_11-39-46.xlsx,Silica-CS 4g,495,1455,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,495,1455
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,0/1,10,2023-09-20_11-43-33.xlsx,Silica-CS 4g,497,1418,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,497,1418
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,1/1,10,2023-09-20_11-47-34.xlsx,Silica-CS 4g,667,1386,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,667,1386
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,1/1,10,2023-09-20_11-51-25.xlsx,Silica-CS 4g,527,1467,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,527,1467
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,1/1,10,2023-09-20_11-55-27.xlsx,Silica-CS 4g,525,1556,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,525,1556
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,2/1,10,2023-09-20_11-59-48.xlsx,Silica-CS 4g,690,1579,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,690,1579
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,2/1,10,2023-09-20_12-03-44.xlsx,Silica-CS 4g,540,1547,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,540,1547
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,2/1,10,2023-09-20_12-07-36.xlsx,Silica-CS 4g,554,1480,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,554,1480
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,5/1,10,2023-09-20_12-26-51.xlsx,Silica-CS 4g,530,2048,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,530,2048
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,5/1,10,2023-09-20_12-31-48.xlsx,Silica-CS 4g,583,2114,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,583,2114
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,5/1,10,2023-09-20_12-36-50.xlsx,Silica-CS 4g,580,2155,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,580,2155
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,10/1,10,2023-09-20_12-42-37.xlsx,Silica-CS 4g,732,2445,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,732,2445
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,10/1,10,2023-09-20_12-48-49.xlsx,Silica-CS 4g,592,2898,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,592,2898
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,10/1,10,2023-09-20_12-55-56.xlsx,Silica-CS 4g,597,3422,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,597,3422
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,20/1,10,2023-09-20_13-02-18.xlsx,Silica-CS 4g,754,2750,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,754,2750
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,20/1,10,2023-09-20_13-09-26.xlsx,Silica-CS 4g,607,3412,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,607,3412
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,20/1,10,2023-09-20_13-17-08.xlsx,Silica-CS 4g,605,3761,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,605,3761
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,50,DCM,300,50/1,10,2023-09-20_13-24-15.xlsx,Silica-CS 4g,769,3215,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,769,3215
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,100,DCM,300,50/1,10,2023-09-20_13-31-38.xlsx,Silica-CS 4g,629,3587,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,629,3587
893-33-4,"4,4,4-TRIFLUORO-1-(2-NAPHTHYL)-1,3-BUTANEDIONE",0.97,1,150,DCM,300,50/1,10,2023-09-20_13-39-30.xlsx,Silica-CS 4g,615,3862,C1=CC=C2C=C(C=CC2=C1)C(=O)CC(=O)C(F)(F)F,615,3862
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,0/1,10,2023-09-20_13-51-55.xlsx,Silica-CS 4g,364,1072,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,364,1072
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,0/1,10,2023-09-20_13-55-06.xlsx,Silica-CS 4g,412,1067,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,412,1067
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,0/1,10,2023-09-20_13-58-22.xlsx,Silica-CS 4g,410,1137,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,410,1137
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,1/1,10,2023-09-20_14-01-49.xlsx,Silica-CS 4g,540,1002,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,540,1002
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,1/1,10,2023-09-20_14-04-55.xlsx,Silica-CS 4g,411,1020,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,411,1020
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,1/1,10,2023-09-20_14-08-06.xlsx,Silica-CS 4g,407,1097,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,407,1097
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,2/1,10,2023-09-20_14-11-37.xlsx,Silica-CS 4g,556,1064,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,556,1064
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,2/1,10,2023-09-20_14-14-53.xlsx,Silica-CS 4g,423,1100,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,423,1100
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,2/1,10,2023-09-20_14-18-09.xlsx,Silica-CS 4g,415,1133,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,415,1133
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,5/1,10,2023-09-20_14-33-40.xlsx,Silica-CS 4g,563,1084,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,563,1084
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,5/1,10,2023-09-20_14-36-47.xlsx,Silica-CS 4g,425,1022,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,425,1022
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,5/1,10,2023-09-20_14-40-08.xlsx,Silica-CS 4g,434,1159,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,434,1159
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,10/1,10,2023-09-20_14-43-44.xlsx,Silica-CS 4g,574,1108,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,574,1108
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,10/1,10,2023-09-20_14-47-00.xlsx,Silica-CS 4g,430,1125,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,430,1125
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,10/1,10,2023-09-20_15-03-43.xlsx,Silica-CS 4g,381,1279,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,381,1279
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,20/1,10,2023-09-20_15-07-19.xlsx,Silica-CS 4g,383,928,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,383,928
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,20/1,10,2023-09-20_15-10-40.xlsx,Silica-CS 4g,448,1179,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,448,1179
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,20/1,10,2023-09-20_15-14-11.xlsx,Silica-CS 4g,434,1267,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,434,1267
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,50,DCM,300,50/1,10,2023-09-20_15-17-43.xlsx,Silica-CS 4g,578,1083,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,578,1083
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,100,DCM,300,50/1,10,2023-09-20_15-20-59.xlsx,Silica-CS 4g,442,1118,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,442,1118
148256-63-7,"2,5-DIBROMO-3-DODECYLTHIOPHENE",0.98,1.321,150,DCM,300,50/1,10,2023-09-20_15-24-20.xlsx,Silica-CS 4g,445,1170,CCCCCCCCCCCCC1=C(SC(=C1)Br)Br,445,1170
134-85-0,4-Chlorobenzophenone,0.99,1,50,DCM,600,0/1,10,2023-09-20_15-35-08.xlsx,Silica-CS 4g,400,1252,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,400,1252
134-85-0,4-Chlorobenzophenone,0.99,1,100,DCM,600,0/1,10,2023-09-20_15-38-45.xlsx,Silica-CS 4g,446,1344,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,446,1344
134-85-0,4-Chlorobenzophenone,0.99,1,150,DCM,600,0/1,10,2023-09-20_15-42-31.xlsx,Silica-CS 4g,442,1412,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,442,1412
134-85-0,4-Chlorobenzophenone,0.99,1,50,DCM,600,1/1,10,2023-09-20_15-46-22.xlsx,Silica-CS 4g,586,1263,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,586,1263
134-85-0,4-Chlorobenzophenone,0.99,1,100,DCM,600,1/1,10,2023-09-20_15-50-09.xlsx,Silica-CS 4g,478,1410,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,478,1410
134-85-0,4-Chlorobenzophenone,0.99,1,150,DCM,600,1/1,10,2023-09-20_15-54-05.xlsx,Silica-CS 4g,479,1516,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,479,1516
134-85-0,4-Chlorobenzophenone,0.99,1,50,DCM,600,2/1,10,2023-09-20_15-58-11.xlsx,Silica-CS 4g,622,1449,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,622,1449
